id,Sentence,Sentiment,SentimentNumerical
1615,glencore slumps 25 pct as debt fears grow,negative,0
2504,london afx fortum said it has agreed to sell its industrial maintenance service operations to funds managed by capman for an undisclosed sum,neutral,2
946,operating loss totalled eur 09 mn down from a profit of eur 27 mn,negative,0
717,of these shares 29659239 are held by the company or its group companies and the number of outstanding shares and voting rights attached to the shares thus amounts to 322705218,neutral,2
765,based on the first quarter result existing order backlog and new order prospects the company expects that fullyear sales will contract by 25 from 2008 the gross margin will stay at a healthy level and the operating profit margin will be lower than in 2008 due to lower sales volume,negative,0
1809,external net sales from the printing business fell by 437 partly due to the termination of the printing contract between ilkkayhtyma s printing house iprint oy and sector player hss media ab in december 2009 and the fall in printing prices,neutral,2
1877,save long httpstcoyejus9cmlc,positive,1
1751,according to latest information benefon will launch its twig device on 20 september 2006,neutral,2
782,the new majority owners of aspocomp thailand co ltd are certain private persons belonging to immediate circle of aspocomp s present joint venture partner saha pathana interholding plc,neutral,2
277,finnish forest machinery manufacturer ponsse s net sales grew to eur 513 mn in the first quarter of 2010 from eur 375 mn in the corresponding period in 2009,positive,1
410,the groups s turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year,positive,1
2452,standard chartered not raising capital yet as dividend cut,negative,0
2435,finnish electronics contract manufacturer scanfil had net sales of eur 522 mn in the first quarter of 2007 down from eur 601 mn a year before,negative,0
1766,joint procurement will be later extended to the factories in the baltic countries,neutral,2
1362,the representative body of swedish meats approved an improved offer from finnish hk ruokatalo to acquire the company,positive,1
21,pretty steady accumulation off support today purdy agu,positive,1
422,finnish pulp and paper machinery maker vaahto group oyj swung to a 11 mln euro 14 mln net profit in the fiscal 200506 ended august 31 2006 from a 249000 euro 319000 net loss in the fiscal 200405,positive,1
796,78 users on vetr are bearish on tesla motors inc indicating a sell rating 2 stars for tsla httpstcovvpzqcxsnj,negative,0
310,the announced restructuring will significantly decrease the company s indebtedness,positive,1
2522,local government commissioner of ml kurt svensson says he will contact the management of finnish company componenta to find out if there are any alternatives to the company s decision to close down its plant in ml,neutral,2
2233,in julyseptember 2008 yit s net sales increased to eur 9708 mn compared to eur 9068 mn in the corresponding period in 2007,positive,1
663,the transaction value is cad 15 million approximately eur 10 million,neutral,2
1896,when completed the 120meter watchtower will be the highest building in ireland,neutral,2
1887,the company expects its net sales in the first half of 2008 to reach the previous year s level,positive,1
1417,tsla on fire what is that 6 up days in a row someone neeeeds in,positive,1
531,fiskars the world s 1 scissors brand tm recently won learning magazine s 2011 teachers choice award for the classroom,positive,1
237,the metal has gained 41 percent this year as demand from china the world s largest user increased,positive,1
850,in china finnish kone that provides elevators escalators and solutions for modernisation and maintenance will build 342 escalators that will be installed in a highspeed railway section between beijing and shanghai in a 15 years time,positive,1
1055,just stumbled upon this amazing chart ofix holy guac super overbought httpstkscoe0px1,negative,0
250,spains caixabank expects to close deal for banco bpi,positive,1
419,mcp rolling over for a new intraday low bottom pickers continue to get destroyed,negative,0
1254,adpnews sep 28 2009 finnish silicon wafers maker okmetic oyj hel okm1v said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today,negative,0
2244,tsla study the charts pullbacktime httpstcozmdg0fb3i7,negative,0
2446,the airline s share price closed down slightly at x20ac 1251 15us 74 in helsinki,negative,0
146,juhani jrvi corporate executive vice president of kesko says the russian food retail sector is fragmented,neutral,2
2348,pretax profit totaled eur 3974 mn up from eur 1647 mn,positive,1
854,dealers said the share was largely hit by investor disappointment about a refining margin of just 948 usd per barrel for the quarter and the performance of its shipping unit which saw ebit drop to 5 mln eur from 20 mln eur a year amid a fall in volumes and tanker rates,negative,0
2173,return on investment roi was 41 compared to 438 in the first half of 2008,negative,0
2082,diageo sells ryder cup venue gleneagles hotel to ennismore group,positive,1
113,fb still a dog going much lower this week,negative,0
1853,incap and lankapaja aim to enter into actual agreement to transfer the sheetmetal production to the buyer in february in order to complete the transfer on 1 march 2011,positive,1
904,the share capital of alma media corporation business id 19447574 is eur 4476751380 and it is divided into 74612523 shares,neutral,2
235,the new technology improves the glass quality and consistency while increasing throughput,positive,1
560,the total scholarship amount was 40000 euros and the recipients were chosen on the recommendation of fine arts universities and sports associations,neutral,2
1562,royal mail johnson matthey lead ftse lower,negative,0
1595,aapl i am big out from this seems its falling towards 530,negative,0
1833,the compnay also said that it would lower the price of development projects by about one third compared with last november,neutral,2
204,the periodend cash and cash equivalents totaled eur6 5 m compared to eur10 5 m in the previous year,negative,0
131,finnish bank of land reports operating profit of eur 22 mn in the first quarter of 2010 down from eur 63 mn in the corresponding period in 2009,neutral,2
489,uponor improved its performance in spite of the decrease in residential construction in the us,positive,1
751,miners meltdown as bhp to rio tinto sink in commodities rout,negative,0
503,the announcement pushed freenet shares down 63 or eur0 71 in frankfurt trade to eur10 65 as investors gave up hope united internet ag and drillisch would pursue their own takeover and breakup of freenet,negative,0
2086,down to eur5 9 m h1 09 3 august 2009 finnish media group ilkkayhtyma oyj hel ilk2s said today its net profit fell 45 on the year to eur5 9 m in the first half of 2009,negative,0
335,kior my god market getting crushed today gotta hold if anything g should recover some tomorrow i imagine,negative,0
221,pharmaceuticals group orion corp reported a fall in its thirdquarter earnings that were hit by larger expenditures on rd and marketing,negative,0
2425,18 may 2010 finnish electronics producer elcoteq se hel elqav said today that it has signed an extensive cooperation agreement on industrialisation manufacturing distribution and aftermarket services for mobile phones with japan s sharp tyo 6753,positive,1
2437,last year upm cut production closed mills in finland and slashed 700 jobs,negative,0
1983,revenue was slightly down at x20ac 495 million 634 million compared to x20ac 497 million a year earlier,negative,0
188,this acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services,positive,1
2253,key reasons to read this report report contains only relevant information leaving out excessive data,neutral,2
2077,operating profit fell to eur 381 mn from eur 553 mn in 2007,neutral,2
1127,virala oy ab was allocated by the board of directors an amount of eur 19 million which is eur 025 million lower than maximum announced on 12302010,neutral,2
649,amzn long into earnings looks good over 600,positive,1
1727,solidium now holds 50 per cent of the shares solidium oy has acquired 50 per cent of the shares in tieto corporation for approximately eur 58 million,neutral,2
1345,the deal includes the entire personnel of planmill oy who will transfer to the new company as socalled old employees,neutral,2
1190,rxii tang really is toxic they keep bringing the share price down at least they could let it climb a little before dragging it down,negative,0
2569,under this agreement biohit becomes a focus supplier of pipettors and disposable pipettor tips to vwr customers throughout europe,positive,1
1113,okmetic expects its net sales for the first half of 2009 to be less than in 2008,negative,0
1701,ahlstrom headquartered in helsinki finland is a global company involved in the development manufacture and marketing of high performance fibrebased materials,neutral,2
1674,glaxosmithkline targets growth across units scraps viiv ipo,positive,1
2201,adpnews feb 5 2010 finnish real estate investor sponda oyj hel sda1v said today that it slipped to a net loss of eur 815 million usd 118 m in 2009 from a profit of eur 293 million in 2008,negative,0
619,our customer has been satisfied with basware invoice automation solution and extends the implementation to new geographies,positive,1
1233,endp was looking for a long entry but todays price action wasnt appealing,neutral,2
2187,if honkarakenne starts production there it will need a partner for sawmill operations,neutral,2
1168,teleste s hybrid tv solution includes components for the whole process of delivering video services to consumers from content acquisition and service creation to delivery through a range of access solutions including hfc hybrid fibrecoaxial xdsl etth and ftth,neutral,2
2248,the total value of the agreement is usd4 0 m the company said,neutral,2
1748,at 133 pm the omx helsinki 25 was 030 pct lower at 246367 and the omx helsinki was down 037 pct at 853742 on volume of 256 mln eur,negative,0
2520,15 december 2010 finnishgerman telecoms equipment maker nokia siemens networks said today it won a contract to upgrade the radio network of homebased telecommunications company elisa oyj hel eli1v,positive,1
1231,sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 200607,negative,0
1054,according to hkscan finland the plan is to increase jrvisuomen portti s net sales to eur 80mn to eur 100mn,positive,1
1366,operating profit improved by 399 to eur 180 mn from eur12 8 mn,positive,1
696,ebit totalled eur 144 mn compared to a loss of eur 03 mn in the corresponding period in 2009,positive,1
1131,however the company saw its net profit for the third quarter down to eur1 4 m from eur1 5 m for the corresponding period of 2009,negative,0
332,aapl right back in buy the dips brought to you by cnbc lol,positive,1
1218,finnish technology group aspocomp group oyj omx helsinki acg1v issued its third quarter report on thursday 13 november posting an operating profit of eur0 4 m as compared to a loss of eur0 5 m in the third quarter of 2007,positive,1
2027,shell to buy bg group in 697 billion takeover,positive,1
2216,aapl rejected the hodshould head lower sitting on the sidelines for now,negative,0
986,nevertheless the development can not be allowed to ruin the print newspaper which continues to be sanoma news main medium,neutral,2
1248,net sales grew in the period to x20ac 402 million 585us million from x20ac 401 million in 2006,positive,1
1484,sp downgrades barclays and rbs on government bailout fears,negative,0
2442,the company confirmed its estimate for lower revenue for the whole 2009 than the yearago eur 939 million usd 1373 m as given in the interim report on august 5,negative,0
2356,i m not sure what s happening,neutral,2
2484,according to tyrvinen s estimation japan is a very essential location in terms of finnair s asian strategy,neutral,2
1945,deutsche bank cuts sbux,negative,0
1268,diluted earnings per share eps fell to eur 063 from eur 171,neutral,2
1246,jd down 20 in afterhour market anyone care to explain why,negative,0
836,primark racks up a happy christmas after strong sales,positive,1
511,airbus has 100 firm orders for the a350 and 89 nonbinding commitments,positive,1
1060,the omx nordic 40 omxn40 index comprising the 40 most traded nordic stocks on the nasdaq omx exchange closed down 087 at 106414 points on thursday,negative,0
2543,small investors have voiced fears that the shares will end up with risk investors,neutral,2
533,qcor a little pullback is fine but if this erases all of todays gains i cannot believe the manipulation its capable of,negative,0
1541,rio tinto swings to loss drops dividend policy,negative,0
2281,the changes in readership were not significant,neutral,2
786,lember said the matter was topical also in estonia where a bill has been drafted at the social affairs ministry that would scrap oldage pensions on favorable conditions,neutral,2
1548,the company said that sales in the three months to the end of march slid to eur86 4 m us 1134 m from eur91 2 m last year,negative,0
1582,the share subscription period for stock options 2007a is between 1 april 2010 and 31 march 2012,neutral,2
1021,royal mail breached competition law over delivery service changes ofcom claims,negative,0
1143,efore s results for the last quarter showed an even faster improvement as the company managed to better source its components,positive,1
1010,breakingviews iag can pay more for aer lingus,positive,1
764,you re not alone,neutral,2
2431,following last year s good profit development we have entered the current year in a good position,positive,1
1275,nonwovens and specialty papers made by ahlstrom are used in a large variety of everyday products eg in filters wipes flooring labels and tapes,neutral,2
2104,mr mikko saavalainen head of comptel s global sales concludes gibtelecom provides a perfect illustration of the variety of business technical and regulatory challenges operators are facing in their oss today,neutral,2
2525,stanchart and rbs struggle in bank of england stress tests,negative,0
2309,the company s operating income ebit totalled eur 00 mn up from eur 03 mn yearonyear,positive,1
2376,finnish energy company fortum oyj said on november 13 2007 it was granted an environmental permit to build a biofuelfired combined heat and power chp plant in vartan harbor in eastern stockholm,positive,1
2579,according to the latvian business register uponor latvia closed in red with lvl 99000 eur 13953817 usd 19455648 on turnover of lvl 2346 mn for 2009,negative,0
1498,pretax loss totalled eur 499 mn compared to a loss of eur 154 mn in the corresponding period in 2008,neutral,2
1356,companiesdixons carphone to close 134 uk stores as sales jump,positive,1
732,tieto s service is also used to send process and receive materials related to absentee voting,neutral,2
255,operating profit before nonrecurring items was eur 83 mn in the first nine months of 2008 compared to eur 84 in the corresponding period in 2007,negative,0
2561,for 24hour news try icis news wwwiciscom click trial then icis news,neutral,2
1642,the payment date is march 25 2010,neutral,2
1738,the dutch broker noted that nokian tyres reported a good first quarter in 2006 above or in line with consensus,positive,1
1956,ackman in email says supports valeant ceo pearson,positive,1
2183,expense ratio was 1026 compared to 929 in the corresponding period in 2005,negative,0
1774,finnish pyry has been awarded an engineering contract by cfr the national railway company of romania,positive,1
1066,the omx helsinki index was down 034 pct at 825602 on turnover of 813191 mln eur,neutral,2
1266,barclays appoints jpmorgans paul compton as new coo,neutral,2
2123,the company said that the operations will be sold to a newly established company cps gmbh where the present management of the plastics business is a coowner,neutral,2
1152,the largest restructuring is planned for italy where negotiations on about 40 job cuts are to be initiated today the company noted,negative,0
1455,adjustment to the fall in price level in contrast has been less effective,neutral,2
2456,secure your files online like filling out a tax return making a backup is boring,neutral,2
2478,fullyear operating result for 2008 was 36 million negative,neutral,2
658,together they generate aspo s goodwill,neutral,2
495,the flagship will open this fall in manhattan s flatiron district in the toy building at 200 fifth avenue,neutral,2
557,net sales of finnish sanoma learning literature of finnish media group sanoma decreased by 36 in januaryjune 2009 totalling eur 1628 mn down from eur 1688 mn in the corresponding period in 2008,neutral,2
156,changes in the market situation and tougher price competition have substantially reduced demand for bread packaging manufactured at the kauhava plant according to the company,negative,0
1563,closing of such transaction took place today,neutral,2
1146,operating loss totalled eur 03 mn down from a profit of eur 51 mn in the first half of 2009,negative,0
1606,swedbank hypotek is to issue a benchmark fixed rate covered deal in euros maturing january 2010,neutral,2
1671,scanfil issued a profit warning on 10 april 2006,negative,0
1390,hrl ready to pop httpstkscos0ny4,positive,1
2265,bp joins forces with det norske in norway,positive,1
1594,tesco closes in on new chairman with dixons carphones john allan in the frame,positive,1
872,the order also covers design services hardware software licences as well as maintenance services over six years,neutral,2
220,looking for a strong bounce spy lunchtime rally coming dia iwm qqq aa fb,positive,1
2378,asian traffic declined by 34 per cent,neutral,2
313,adpnews dec 1 2009 finnish cutlery and hand tools maker fiskars oyj abp hel fisas said today that it will make redundant a total of 18 office and management staff members of its subsidiary iittala group ltd,neutral,2
438,finnish bank of land landsbanken has issued a profit warning,neutral,2
163,nokia messaging 11 enables customers to receive emails from up to 10 email accounts on their mobile phone supporting all pop or imap email services,neutral,2
2235,google inc completes acquisition of icoa inc httpstksconfei icoa goog,positive,1
278,11 august 2010 finnish measuring equipment maker vaisala oyj hel vaias said today that its net loss widened to eur4 8 m in the first half of 2010 from eur2 3 m in the corresponding period a year earlier,neutral,2
1668,earnings per share for januaryjune 2010 were eur0 30 an increase of 20 yearonyear eur0 25,positive,1
1972,like t for a breakout long as well getting through the 100 and 200 ma could see it run,positive,1
1842,olvi has posted a strong set of figures for the first six months of this year,positive,1
687,both operating profit and turnover for the threemonth period increased respectively from eur0 9 m and eur8 3 m as compared to the corresponding period in 2005,positive,1
447,finnish communication electronics components supplier scanfil oyj tuesday said sales in the first half of 2006 will be 15 lower than during the same period a year ago,negative,0
232,net sales in 2006 totaled eur 302 million and the operating margin was 16,neutral,2
324,germany s innovational centers are united in focusing at companies which aim at use of technologies and development of new kinds of activity through supporting the beginner companies with the entire spectrum of their services,neutral,2
1388,the department store division s sales fell by 86 to eur 1402 mn,neutral,2
2098,profit before taxes decreased to eur 316 mn from eur 500 mn the year before,negative,0
1468,the agreement includes application maintenance and support services,neutral,2
2482,three students from universiti sains malaysia have won a study trip to helsinki,neutral,2
536,baird likes tsla upgrades to outperform lifts price target to 300 research firm also sees no capital raise necessary in next few qtrs,positive,1
2241,dolce gabbana has asked the european union to declare marimekko corporation s unikko floral pattern trademark invalid in a continuing dispute between the two companies,negative,0
722,addus services include personal care and assistance with activities of daily living skilled nursing and rehabilitative therapies and adult day care,neutral,2
66,less than ten people will face pension agreements,neutral,2
436,osur up 33 since 625 buy signal resistance 533 expect 1 pullback 2nd half of day or 2 break abov 533 continue rally for 45 days,positive,1
709,by the end of 2006 the number of joint branch offices will total 170,neutral,2
1638,this release is not an offer of securities for sale into the united states or elsewhere,neutral,2
1681,shire share price under pressure after 32bn baxalta deal,negative,0
1291,aapl price momentum weakening going into the close,negative,0
1256,a merger between upm and finnishswedish stora enso is not likely either,neutral,2
1943,the one dark spot on the horizon however was the company s performance in the finnish bottled water market,negative,0
1566,kndi lets see some higher highs and higher lows rest of the day slow and steady,positive,1
664,in finland sampo bank now part of the danske bank group will lay off staff from the administrative and support functions,negative,0
1957,operating profit for 2009 lower than outlook published earlier,neutral,2
2470,finnish scanfil a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of eur 1087 mn in the first half of 2008 down from eur 1111 mn a year earlier,neutral,2
1984,finnair believes the strike will cause it daily net losses in excess of eur 2mn due to canceled reservations and passenger rerouting,negative,0
259,profit per share was eur 103 up from eur 087,positive,1
2189,shares in royal and sun alliance continued to slide back from a 12month high of 172p last month after a potential suitor ruled itself out of a takeover bid,neutral,2
1439,longed amzn 300 18982,positive,1
1346,raute headquartered in nastola finland is a technology company serving the wood products industry worldwide,neutral,2
32,gs is looking weak while this market is moving higher not a good sign unless gs can get above 157 early short below 15400 today,negative,0
1391,earnings per share eps dropped to eur 021 from eur 031,neutral,2
2544,device volume in the area decreased by 21 to 27 mn units,neutral,2
561,stora enso owns 43 percent of bergvik and earns therefore sek 15 bn on the value appreciation,positive,1
1758,earnings per share eps in 2005 decreased to eur0 66 from eur1 15 in 2004,neutral,2
2529,deliveries by outotec will take place over 30 months,neutral,2
1199,wartsila won the contract in october 2007 and the plant will be installed at manturovo in the kostroma region of russia about 600 km northeast of moscow russia,positive,1
354,cash flow from business operations totalled eur 04 mn compared to a negative eur 155 mn in the first half of 2008,positive,1
16,long tsla short mbly httpstcojspuszo6na,positive,1
996,nordic business report17 january 2006efore plc inaugurates new plant in estonia 19982006 m2 communications ltd finnish power electronics manufacturer efore plc said on tuesday 17 january that it was inaugurating its new plant in parnu estonia,neutral,2
1414,4 february 2011 finnish broadband data communication systems provider teleste oyj hel tlt1v saw its net profit jump to eur2 1 m for the last quarter of 2010 from eur995 000 for the same period of 2009,positive,1
1808,the company s board of directors would propose a dividend of eur0 15 per share for 2005,neutral,2
1820,fl group s private equity division manages all operating companies including icelandair group fl travel group bluebird and sterling,neutral,2
2388,bxs bancorpsouth announces extension of merger agreements with httpstkscos2pdf,positive,1
1258,the proportion of estonian and lithuanian passengers on the tallinnhelsinki route also grew in july,positive,1
2357,his resignation will take effect immediately,neutral,2
963,oriolakd expects its invoicing in 2008 to be higher than the comparable invoicing of 2007,positive,1
2240,profit for the period totalled eur 08 mn down from eur 11 mn in the corresponding period in 2008,negative,0
1932,sampo bank s market share of lending was 136 down from 144 in the first quarter of 2008,neutral,2
2150,cooper sh the uk distributor for lift equipment manufacturer konecranes won the fiveyear deal which involves low maintenance and fuel saving technologies,positive,1
1365,validating our fgvoip client through symbian signed represents a significant step forward in accomplishing this goal,positive,1
2072,a high court in finland has fined seven local asphalt companies more than lion 117 million for operating a cartel,negative,0
2467,finnish financial software developer basware oyj said today it will provide its invoice automation ia solution to an unnamed major retail company in the usa in a deal worth more than eur300 000,positive,1
1937,spy less than 02 down and people are calling it bearish some heading for exits already maybe 1 down will be the crash disturbing,negative,0
103,operating profit for the ninemonth period increased from eur13 6 m while net sales increased from eur394 7 m as compared to the corresponding period in 2005,positive,1
417,scanfil a systems supplier and contract manufacturer to the communications sector will give notice to 20 productional employees and temporarily lay off 15 employees at the company s plant in sievi in finland,negative,0
1792,both operating profit and net sales for the sixmonth period increased respectively from eur0 4 m and eur3 2 m as compared to the corresponding period in 2005,positive,1
824,the offer of some 30 million shares aimed to raise more than x20ac 500 million us 640 million was expected to be completed by oct 9 outokumpu said,neutral,2
1592,earnings per share were higher at 048 against 037 a year before and ahead of market consensus of 040 eur,positive,1
1735,joerazorback this time i think aapl will miss again generally speaking market is near top when everyone thinks that market goes only up,negative,0
203,the investment would be some eur5m,neutral,2
1715,tom doring has a long and successful career in the drives business and he knows the american market,neutral,2
1123,in the baltic countries development of operations and reorganisation continued and nonrecurring items related to the takeover process lowered earnings,negative,0
480,amazon has been selling surveillance cameras infected with malware amzn amazon httpstcotohleq8fk6 httpstco5pr4cbtvvy,negative,0
2256,nokia s share price fell less than one percent to 1870 euros 2541 in helsinki while siemens shares fell 102 percent to 9019 euros 12257 in frankfurt,negative,0
70,operating profit fell to eur 203 mn from eur 742 mn in the second quarter of 2008,negative,0
2516,it makes a wide range of mobile devices with services and software that enable people to experience music navigation video television imaging games and business mobility,neutral,2
715,finnish suominen corporation that makes wipes nonwovens and flexible packaging expects changes in the market situation to reduce sales of suominen s nonwovens and wet wipes from the previously estimated volumes,negative,0
1169,the company will pay a dividend of eur 050 per share a total of eur 14mn,neutral,2
2040,financial terms were nt disclosed,neutral,2
2118,the maritime administration said the ships had ignored warnings about the icy conditions,negative,0
591,stockholmbased nordea bank sto nda said yesterday it had hired casper von koskull to lead its corporate merchant banking and capital markets unit effective 1 september,neutral,2
1312,diluted earnings per share eps declined to eur 078 from eur 176,negative,0
1761,the value of the order is eur 4mn,neutral,2
183,an eu law on the issue may be introduced around 2010,neutral,2
1854,as part of the agreement aspocomp will also give meadville a 10 pct slice of a subsidiary operating in oulu finland,neutral,2
1918,adpnews sep 28 2009 finnish silicon wafers maker okmetic oyj hel okm1v said it will reduce the number of its clerical workers by 22 worldwide as a result of personnel negotiations completed today,neutral,2
610,finnish sports equipment maker amer sports oyj hel ameas said today that its net loss narrowed to eur 169 million usd 223 m in the second quarter of 2010 from eur 232 million in the corresponding period a year earlier,positive,1
780,finland s neste oil has been awarded the chemical industry federation of finland s innovation award for its nexbtl technology which enables biodiesel to be produced from vegetable oil and animal fat,positive,1
2479,those uncertainties cloud the longterm outlook,neutral,2
2065,at the same time sales development in russia was boosted by the opening of stockmann nevsky centre in st petersburg,positive,1
2251,crus upgraded to a buy by alpha street research,positive,1
78,legal general arm buys 50 pct stake in mediacityuk in manchester,positive,1
2218,net profit in the period in 2009 was euro 29 million,neutral,2
878,according to its notice skandinaviska enskilda banken ab publ helsinki branch has on 10 august 2009 divested in total 11958000 alma media shares to ilkkayhtyma oyj and kaleva kustannus oy as the conditions of the agreement made by the companies on 1 july 2009 fulfilled,neutral,2
413,us dollar wipes out sales gains for sabmiller,negative,0
1783,under the agreement geosentric will provide gypsiipowered hotel information and reservation services to visitors to china including such popular cities as beijing and shanghai,positive,1
2126,after nonrecurring items of eur 177mn profit amounted to eur 20mn,neutral,2
1092,the aim of the bridge solutions chosen is to minimize construction times while ensuring that traffic beneath the bridge on the saimaa canal continues undisturbed,neutral,2
2131,among the scandinavian companies present in st petersburg is also named the swedish concern ncc which implements projects in the field of asphalt production road and housing construction project swedish krona,neutral,2
2493,in the building and home improvement trade sales decreased by 63 totalling eur 1541 mn,negative,0
181,ab inbev to sell sabmiller stake in chinas snow beer,neutral,2
670,nokia multimedia s net sales totaled eur 57 bn up 45 from the corresponding period in 2005,positive,1
119,the total number of voting rights is 74612523,neutral,2
100,buffetts company reports 37 percent drop in 2q earnings,negative,0
1281,johnson matthey share price slumps as company posts fullyear results,negative,0
2428,gild 91 now support ibb bib httpstcogioof6zbkv,positive,1
1170,kai tulonen chief technology officer sysopen digia says mobility business suite represents a significant milestone in the company s offering to the telecommunications industry,positive,1
30,spy mitk fast 56pc dive httpstksco3ffn,negative,0
2500,the maximum number of new shares to be offered is 22 million,neutral,2
1108,teliasonera s underlying results however included 457 mln skr in positive oneoffs hence the adjusted underlying ebitda actually amounts to 7309 bln skr clearly below expectations analysts said,negative,0
1238,hk ruokatalo s target is to know the consumers,neutral,2
682,operating profit rose to eur 311 mn from eur 122 mn in the corresponding period in 2009,positive,1
2580,adjustment to the fall in price level in contrast has been less effective,negative,0
942,metrics in qpr scorecard now support date text and milestonebased values which improve its support for managing projects around performance or processrelated content,positive,1
576,today i bought more mu yhoo vale nbl twtr axp znga httpstcovt6t5zp2is,positive,1
276,hard to find new buyers of tsla at 250 shorts continue to pile in,negative,0
1078,eu drops shell bp statoil from ethanol benchmark investigation,positive,1
1216,15 september 2010 finnish electrical components maker salcomp oyj hel sal1v announced today the launch of its latest twist charger platform,neutral,2
939,these tests are part of a larger campaign which includes various customer trials and demonstrations to make lte on 800 mhz commercially viable by this summer nokia siemens head of lte business line reino tammela said,neutral,2
1274,it projected revenue of 22 billion to 23 billion slightly higher than analyst estimates of 219 billion,positive,1
323,strand associates is expanding its madison corporate headquarters with space to add about 100 employees to the engineering firm,positive,1
1096,operating profit totalled eur 211 mn up from eur 186 mn in 2007 representing 97 of net sales,positive,1
1433,they both will report to oriolakd s chief executive officer eero hautaniemi,neutral,2
2067,due to the rapid decrease in net sales personnel reductions have been carried out on a wider scale than initially expected,negative,0
1308,stora enso oyj said its secondquarter result would fall by half compared with the same period in 2007,neutral,2
93,pretax profit rose to eur 178 mn from eur 149 mn in 2005,positive,1
274,nviro operates processing facilities independently as well as in partnership with municipalities,neutral,2
2533,copper market may get a 2003style supply shock from glencore closures,negative,0
2314,the reason for this is st petersburg status as a capital one of the participants in the meeting quoted chikunov as saying,neutral,2
2568,profit before taxes amounted to eur 565 mn down from eur 2329 mn a year ago,negative,0
1239,kone shares dropped 41 percent to x20ac 43 us 5577 in helsinki,negative,0
305,breaking 52 week highs timing looks great now ahs baby post ige irdm ewbc phys ulta vnet biv httpstco11k8jzuzmu,positive,1
747,under the agreement larox will transfer 10 employees within engineering and documentation related to delivery projects and product maintenance in finland to etteplan as of january 1 2007,neutral,2
1916,the negotiations were carried out in a constructive manner and all parties tried to find a solution to the situation,positive,1
707,finnish plumbing and heating systems supplier uponor s net sales in continuing business operations decreased to eur 2491 mn in julyseptember 2008 compared to eur 2621 mn in the third quarter of 2007,negative,0
501,in finland insurance company pohjola and the finnish motorcyclist association have signed an agreement with the aim of improving motorcyclists traffic safety,positive,1
288,in the building and home improvement trade net sales totalled eur 1173 mn down from eur 1566 mn a year earlier,neutral,2
1029,shares of nokia corp rose thursday after the cell phone maker said its thirdquarter earnings almost doubled and its share of the global handset market increased,positive,1
149,shell challenges exxon dominance with 47 billionpound bid for bg,negative,0
33,lt s net profit for the whole 2010 dropped to eur 36 million from eur 45 million for 2009,neutral,2
2002,pretax profit decreased by 37 to eur 1931 mn from eur 3056 mn,neutral,2
1020,under the transaction agreement metsaliitto will purchase 247 of metsabotnia s shares from upm and 3 from mreal,neutral,2
1952,greene kings third quarter sales boosted by festive season,positive,1
914,operating profit rose to eur2 4 m from eur1 6 m year earlier,positive,1
1374,small firms are suffering at the moment because they are likely to have money trouble he added,negative,0
1785,the number of collection errors fell considerably and operations speeded up,positive,1
727,the 718430 new series a shares will become subject to trading on the helsinki stock exchange s main list together with the old series a shares on july 3 2006,neutral,2
1303,ftse falls to 3month low on greek debt concerns easyjet skids,negative,0
628,the newlycompleted allure of the seas and its identical sister ship oasis of the seas which was completed last year are the world s largest cruise ships,neutral,2
873,the recent troubles simply make neteller cheaper,negative,0
1554,millercoors delivers 29 underlying net income growth for 2014,positive,1
1318,the contract includes software licences application maintenance and training,neutral,2
792,rapala vmc corporation stock exchange release october 10 2008 at 1145 am kaupthing bank oyj kapthing has informed rapala vmc corporation rapala that it has interrupted the liquidity providing for rapala s share for the time being,negative,0
2081,sds 146 1532 picking up some speed may 16 calls now 35 19 httpstksco3eik next week 16 calls 11c httpstksco3eil,positive,1
851,sbux downgraded to neutral at deutsche bank price target reduced to 64 from 70,negative,0
2457,sainsbury cfo rogers to replace home retail ceo walden,neutral,2
887,international operations accounted for over 80 of net sales,neutral,2
2217,in a media advisory the ntsb said that after subsequent testing the train detection system intermittently failed,negative,0
1964,the divestment of raisio s margarine business in may 2009 gave the company a clearer focus on grainbased products,positive,1
2142,bot amzn 600 weekly calls here 593,positive,1
2517,the total headcount reduction will be 50 persons the company said,negative,0
2371,the personnel s expertise and high level of technology play a major role in exel composites operations,neutral,2
1837,revenue from july to september grew 21 percent to euro 23 billion the finnish company said thursday,positive,1
1310,long x 2462,positive,1
662,last month we added to our gild position and started a new one in bwld we see slow steady unspectacular growth going forward near term,positive,1
713,ea points to the two facebook games and accuses znga of copyright infringement httpstkscog3a1,negative,0
2554,tietoenator was down 113 pct to 1838 extending recent lows after last week s secondquarter report dealers said,negative,0
2498,tesla is recalling 2700 model x cars httpstco8z7bkvstl9 tsla,negative,0
1870,bae systemss sales boosted by european typhoon and currencies,positive,1
2495,the prosecutor is also demanding outokumpu pay a fine of eur 800000 at most,negative,0
2066,yit lodged counter claims against neste oil totaling some eur25m primarily based on work carried out under the contract and additional costs incurred due to prolongation of the project,negative,0
2108,the total capital of funds managed by the bank decreased by 28 to eur 284mn by the end of september 2008,negative,0
318,last year s net sales rose to eur 683 million from eur 622 million,positive,1
